Response ID,Date,Score,Taxonomy Type,Response Text,Translated Text,Page URL,vader_negative,vader_neutral,vader_positive,vader_compound,sentiment_label
173406019,"Dec 24, 2025",10,Usability,Intuitive,,Globalhome Page,,,,,unscored
173394583,"Dec 24, 2025",10,General,useful,,Dashboard Page,,,,,unscored
173384769,"Dec 24, 2025",1,Usability,So difficult for me  to log in because the session usually expires and the security verification steps are very complicated.,,Dashboard Page,0.12,0.776,0.103,-0.101,negative
173386248,"Dec 24, 2025",0,Performance,ãƒ¬ã‚¹ãƒãƒ³ã‚¹ãŒé…ã„,The response is slow,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173376254,"Dec 23, 2025",4,Reliability,Se bloque mucho,It freezes a lot,Dashboard Page,0.268,0.732,0.0,-0.0258,neutral
173345602,"Dec 23, 2025",9,Usability,Navigation,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173371709,"Dec 23, 2025",8,Usability,"Hubspot is wonderful and allows us to customize the system to our needs, and has endless options that our Digital Marketing Director loves.  As the end user, it is sometimes challenging for me when I need to pull data because creating reports requires a strong background on how all the data is stored.",,Dashboard Page,0.0,0.768,0.232,0.926,positive
173364546,"Dec 23, 2025",8,Expectation Gap,Cost,,Dashboard Page,,,,,unscored
173364649,"Dec 23, 2025",3,Usability,PAS INTUITIF,Too intuitive,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173371118,"Dec 23, 2025",10,General,It's a superior CRM and always making iterations to keep pace with automation,,Dashboard Page,0.0,0.774,0.226,0.5423,positive
173365085,"Dec 23, 2025",10,General,Es una herramienta muy Ãºtil para el seguimiento de las ofertas y clientes.,It is a very useful tool for tracking offers and customers.,Dashboard Page,0.0,0.758,0.242,0.4927,positive
173368485,"Dec 23, 2025",2,Usability,Appearance,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173367342,"Dec 23, 2025",5,Expectation Gap,normal people don't have conversations like this. I can't ever imagine a situation where this would happen.,,Dashboard Page,0.117,0.883,0.0,-0.2755,negative
173364934,"Dec 23, 2025",10,General,",",,Globalhome Page,,,,,unscored
173380479,"Dec 23, 2025",10,General,Haber encontrado lo que buscaba,Found what was looking for,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173377944,"Dec 23, 2025",10,Usability,Good UX for dealing with some very powerful tools.,,Dashboard Page,0.0,0.539,0.461,0.7178,positive
173366500,"Dec 23, 2025",2,Expectation Gap,"There are too many prompts that can negatively impact the KPIs. If one drop down isn't selected in the right sequence, it can appear the team is less productive than they actually are. This creates unnecessary coaching conversations and conflicts. SMS goes offline too frequently which is a basis for how we conduct outreach. The tool was not intended for the Fitness Industry.",,Dashboard Page,0.089,0.817,0.094,0.0964,positive
173368578,"Dec 23, 2025",9,Performance,"I haven't used other CRMs but Hubspot is pretty complete. It could be faster, load the reports faster, and the contacts, etc. but I know it is tough with large databases. But still, it would be great if everything loaded faster.",,Dashboard Page,0.035,0.765,0.2,0.8807,positive
173372077,"Dec 23, 2025",7,Usability,"Constantly having to adjust client relationships. 
I like the visual format.",,Dashboard Page,0.0,0.8,0.2,0.3612,positive
173346229,"Dec 23, 2025",6,Performance,æ©Ÿèƒ½ã¯å……å®Ÿã—ã¦ã„ã‚‹ãŒã€å…¨ä½“çš„ã«å‹•ä½œãŒé‡ã„,"The features are rich, but the overall operation is slow",Dashboard Page,0.0,0.796,0.204,0.3182,positive
173354857,"Dec 23, 2025",10,General,-,,Dashboard Page,,,,,unscored
173355740,"Dec 23, 2025",10,General,Parece um bom CRM,It seems like a good CRM,Globalhome Page,0.0,0.426,0.574,0.6597,positive
173357026,"Dec 23, 2025",6,Expectation Gap,Pas adaptÃ© Ã  mes besoins.,Not adapted to my needs.,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173373043,"Dec 23, 2025",9,General,Es un mndo de opciones y oportunidades.,It's a world of options and opportunities.,Dashboard Page,0.0,0.698,0.302,0.3818,positive
173373219,"Dec 23, 2025",7,General,Buen servicio,Good service,Dashboard Page,0.0,0.256,0.744,0.4404,positive
173315112,"Dec 22, 2025",10,General,very useful and data driven,,Dashboard Page,0.0,0.556,0.444,0.4927,positive
173316804,"Dec 22, 2025",8,Usability,SImplicity,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173335390,"Dec 22, 2025",5,Expectation Gap,Too many features are hidden behind pay increases,,Dashboard Page,0.167,0.833,0.0,-0.1027,negative
173338190,"Dec 22, 2025",10,Functionality,Darnos la posibilidad de compartir conocimiento,Give us the possibility to share knowledge,Dashboard Page,0.0,0.732,0.268,0.296,positive
173337464,"Dec 22, 2025",5,Functionality,need to ensure who ever is the admin that they don't over build.,,Dashboard Page,0.0,0.822,0.178,0.3818,positive
173334926,"Dec 22, 2025",5,Performance,Muito lento!,Very slow!,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173338792,"Dec 22, 2025",10,General,HubSpot is extremely helpful in our day to day business.,,Dashboard Page,0.0,0.744,0.256,0.4754,positive
173316797,"Dec 22, 2025",2,Performance,Dashboards take too long to load and keep changing filters,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173317396,"Dec 22, 2025",10,Usability,It's efficiency,,Dashboard Page,0.0,0.286,0.714,0.3612,positive
173322479,"Dec 22, 2025",10,General,nothing,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173334510,"Dec 22, 2025",10,Usability,easy way to navigate,,Dashboard Page,,,,,unscored
173315309,"Dec 22, 2025",10,General,la base,The base,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173333188,"Dec 22, 2025",5,Usability,It is too difficult to manage data in hubspot from reporting. I use dashboards to manage the business and have to recreate the data set from a report in a deal list to make it easier for sales to make changes to infomation surfaced to them on a dashboard.,,Dashboard Page,0.048,0.899,0.054,0.0772,positive
173310799,"Dec 22, 2025",7,Functionality,"It's overall very good, but there are a lot of features that are not useful to me whereas some other features that would be very useful are not present. The reporting functionality can be improved, have better ability to edit things, more control. The dashboards are very limited, should be more editable e.g. like in Smartsheet.",,Dashboard Page,0.079,0.641,0.28,0.944,positive
173321273,"Dec 22, 2025",8,Usability,"Acho o visual muito poluÃ­do.
Uso chat e e-mail....em algumas situaÃ§Ãµes a Ã¡rea para digitar texto ou mesmo ler o texto fica muito pequena mesmo expandindo.
Outra coisa: quando precisamos transferir o ticket para outros setores, existe um campo para comentÃ¡rios, muitas vezes, se iniciamos a digitaÃ§Ã£o e clicar fora sem querer, ele faz a transferÃªncia nÃ£o dando tempo de revisar","I find the visual very cluttered. I use chat and email... in some situations, the area to type or read text becomes very small even when expanded. Another thing: when we need to transfer the ticket to other departments, there is a comments field. Often, if we start typing and click away accidentally, it transfers the ticket without giving time to review.",Globalhome Page,0.069,0.931,0.0,-0.5324,negative
173324027,"Dec 22, 2025",0,Performance,pouco intuitivo e devagar,Not very intuitive and slow,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173330787,"Dec 22, 2025",10,Usability,Easy to build reports and the application is fast and meets the needs of our customized solution.,,Dashboard Page,0.0,0.743,0.257,0.6369,positive
173329112,"Dec 22, 2025",5,Performance,"Es muy lento en algunas auditorÃ­as, en Whatsapp tarda mucho en responder","It is very slow during some audits, and WhatsApp takes a long time to respond",Dashboard Page,0.0,1.0,0.0,0.0,neutral
173296195,"Dec 21, 2025",2,Expectation Gap,"over priced
hard to use",,Globalhome Page,0.259,0.741,0.0,-0.1027,negative
173297689,"Dec 21, 2025",9,Usability,"Integrations and ease of access, great UI, solves a lot of use-cases",,Dashboard Page,0.0,0.508,0.492,0.8271,positive
173287257,"Dec 21, 2025",10,General,jk,,Dashboard Page,,,,,unscored
173268800,"Dec 20, 2025",0,Reliability,System is inconsistent,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173267777,"Dec 20, 2025",0,Functionality,"Think it is a very useful tool if you are not overloaded in projects. Currently, there is very little time to enter information. If I have to choose between completing work that has a deadline versus entering notes  and I only have time for one or the other, I will pick doing the work everytime.",,Dashboard Page,0.0,0.944,0.056,0.4927,positive
173255207,"Dec 20, 2025",0,Usability,Zu kompliziert alles zu klein schlechter Kontrast Hintergrund Textfarbe viel zu viele unnÃ¶tige Funktionen was wichtig und sinnvoll aus Sicht von mir als Aussendienstmitarbeiter wÃ¤re funktioniert nicht fÃ¼r mich ist es ein reines Polizitool fÃ¼r diejenigen die sich fÃ¼r dieses System entschieden haben ich persÃ¶nlich sehe nach wie vor  kein Vorteil fÃ¼r unser Unternehmen aber ich glaube auch daran dass sich das schon ergeben wird,"Too complicated, everything is too small, bad contrast, background text color, too many unnecessary functions. What is important and useful from my perspective as an outside sales employee does not work for me. It is a pure police tool for those who decided to choose this system. Personally, I still see no advantage for our company, but I also believe that this will become apparent.",Dashboard Page,0.053,0.897,0.049,-0.0695,negative
173270381,"Dec 20, 2025",10,Usability,I'm new but what I've used so far works well. It's not too complex.,,Dashboard Page,0.0,0.81,0.19,0.467,positive
173270260,"Dec 20, 2025",10,Usability,Ease of Use and organization,,Dashboard Page,0.0,0.615,0.385,0.3612,positive
173220318,"Dec 19, 2025",10,General,I am an employee at a partner agency,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173234739,"Dec 19, 2025",1,Usability,complicated,,Dashboard Page,,,,,unscored
173238574,"Dec 19, 2025",6,Usability,"Search function needs major improvement as it is not intuitive.  Search history is not accurate as it does not list the actual recent pages and only lists some not all of previous pages.  

Saved data is not instant but lags whether itâ€™s minutes or tens of seconds.  Should be instant.  

Associations with companies, contacts and deals are not accurate and randomly associates between these areas.  Annoying.  

Custom reports are still behind Salesforce.",,Dashboard Page,0.044,0.872,0.084,0.2873,positive
173239687,"Dec 19, 2025",4,Usability,too complicated,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173207110,"Dec 19, 2025",10,General,QAWSDCZXV DZXSCV,,Dashboard Page,,,,,unscored
173218518,"Dec 19, 2025",10,Functionality,"Automatisations & all-in-one trÃ¨s bien maitrisÃ©.
Gros point faibles attribution multi touch Ã  la ramasse et trop cheres pour transacitons (vous etes a la ramasse vs AMplitude, gratuit et personnalisable par channel)","Automatisations & all-in-one very well mastered. Big weakness in multi-touch attribution and too expensive for transactions (you are at a disadvantage compared to AMplitude, which is free and customizable per channel)",Dashboard Page,0.146,0.705,0.149,0.024,neutral
173224053,"Dec 19, 2025",10,General,I love being held accountable!,,Dashboard Page,0.0,0.471,0.529,0.6696,positive
173229327,"Dec 19, 2025",5,Expectation Gap,"This score doesn't really make much sense. The business I work for already uses it. I would change the question to be ""how likely would you be to recommend HubSpot to someone outside your organization.""  Colleagues are either deliberately not using it or using it.",,Dashboard Page,0.0,0.946,0.054,0.3612,positive
173231499,"Dec 19, 2025",6,Reliability,lots of tech glitches that have impacted my efficiencies,,Dashboard Page,0.0,0.755,0.245,0.3818,positive
173232848,"Dec 19, 2025",10,General,super,,Dashboard Page,,,,,unscored
173212611,"Dec 19, 2025",10,General,This is CRM good. HubSpot is every one needs.,,Dashboard Page,0.0,0.734,0.266,0.4404,positive
173240096,"Dec 19, 2025",6,Usability,still learning and a bit confusing,,Globalhome Page,0.275,0.725,0.0,-0.2263,negative
173209722,"Dec 19, 2025",5,Performance,å‹•ä½œãŒé‡ãŸã„,The interface is very slow,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173234759,"Dec 19, 2025",2,Reliability,Your platform functions inconsistently and your product teams are too busy making new ai tools to make sure basic features work as expected.,,Dashboard Page,0.0,0.905,0.095,0.3182,positive
173234700,"Dec 19, 2025",0,Usability,stop botheirng while I am working,,Dashboard Page,0.306,0.694,0.0,-0.296,negative
173239961,"Dec 19, 2025",10,Usability,"Easy to use and very customizeable not just for a user, but for a business and their needs.",,Dashboard Page,0.0,0.897,0.103,0.2382,positive
173224960,"Dec 19, 2025",10,Usability,"Muy buena herramienta, increible es como se puede llevar al control completo de los clientes de forma ordenada","Very good tool, incredible how you can take full control of customers in an orderly manner",Dashboard Page,0.0,0.824,0.176,0.4927,positive
173208087,"Dec 19, 2025",10,Usability,it is very simple to use,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173203671,"Dec 18, 2025",9,General,Good inexpensive even free sales support - great value,,Dashboard Page,0.0,0.206,0.794,0.9371,positive
173172509,"Dec 18, 2025",7,Usability,Manche Dinge sind einfach zu kompliziert. Besonders die Dashboard-Gestaltung (inkl. Bericht-Erstellung),Some things are simply too complicated. Especially the dashboard design (including report creation),Dashboard Page,0.0,0.851,0.149,0.2732,positive
173195915,"Dec 18, 2025",5,Usability,some of this is very confusing and it's hard to find solutions,,Globalhome Page,0.251,0.63,0.119,-0.2247,negative
173194106,"Dec 18, 2025",10,Usability,Easy to use and very efficient.,,Dashboard Page,0.0,0.4,0.6,0.7178,positive
173192594,"Dec 18, 2025",10,Usability,Great interface and easy to navigate!,,Dashboard Page,0.0,0.354,0.646,0.807,positive
173197488,"Dec 18, 2025",10,General,love,,Dashboard Page,,,,,unscored
173202475,"Dec 18, 2025",5,Expectation Gap,Trapped me into subscriptions I did not need.,,Dashboard Page,0.327,0.673,0.0,-0.5267,negative
173169193,"Dec 18, 2025",7,Expectation Gap,It's getting expensive and pricing is slightly confusing. Have considered alternatives.,,Dashboard Page,0.138,0.862,0.0,-0.1548,negative
173182845,"Dec 18, 2025",10,General,Been on HubSpot a long time and it has proven to be a very effective CRM program.,,Globalhome Page,0.0,0.825,0.175,0.5256,positive
173199078,"Dec 18, 2025",5,Functionality,Need better reporting and sale workspace tools.,,Dashboard Page,0.0,0.674,0.326,0.4404,positive
173178442,"Dec 18, 2025",5,General,Too much useless things for Sales&Marketing people,,Dashboard Page,0.318,0.682,0.0,-0.4215,negative
173168016,"Dec 18, 2025",2,Usability,not user friendly,,Dashboard Page,,,,,unscored
173186259,"Dec 18, 2025",6,General,business development,,Globalhome Page,,,,,unscored
173202295,"Dec 18, 2025",10,Usability,very easy to work with.,,Dashboard Page,0.0,0.556,0.444,0.4927,positive
173177552,"Dec 18, 2025",5,Usability,ä½¿ç”¨ã«ã¤ã„ã¦ã®å†…å®¹ãŒé›£ã—ã„ã€‚ã‚‚ã†å°‘ã—ä¸‡äººã«åˆ†ã‹ã‚‹ãƒ¬ãƒ™ãƒ«ã¾ã§è¿‘ã¥ã„ã¦ã»ã—ã„ã€‚,The content is difficult to understand. It would be better if it were more accessible to everyone.,Dashboard Page,0.123,0.735,0.142,0.1027,positive
173197811,"Dec 18, 2025",6,Performance,Es muy lento,It is very slow,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173177606,"Dec 18, 2025",8,General,Compleet voor Sales en marketing,Complete for sales and marketing,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173189783,"Dec 18, 2025",10,General,good,,Dashboard Page,,,,,unscored
173182092,"Dec 18, 2025",5,Usability,its too complicated for most people,,Globalhome Page,0.0,1.0,0.0,0.0,neutral
173203933,"Dec 18, 2025",0,Functionality,"Missing basic functionality like being able to use hotkeys every other program uses. Ctrl+A, (select all) doesn't work, have to select records individually. Search bar doesn't search most fields. Asked the admin about it and its a limitation of the software. Can't be fixed. Have to make views to search certain fields. I don't want to make a bunch of views, just want to search like any other program from the search bar. Merge tickets screws up the ticket stats. Split tickets doesn't actually split them. Can't integrate with Zoom. Its just a poorly made program with functionality issues that programs in windows 98 had.",,Dashboard Page,0.067,0.858,0.074,0.1969,positive
173193653,"Dec 18, 2025",0,Functionality,Very inflexible and lack of customisation options.  When creating a deal and you look to add a contact Hubspot looks for all matching names across the DB not just those in the company.,,Dashboard Page,0.072,0.867,0.062,-0.0935,negative
173192945,"Dec 18, 2025",7,Reliability,It's glitchy.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173178239,"Dec 18, 2025",0,General,its a useless sales CRM,,Dashboard Page,,,,,unscored
173193028,"Dec 18, 2025",9,Usability,"Prefer it over SF. Easy to use, better interface.",,Dashboard Page,0.0,0.547,0.453,0.7003,positive
173190155,"Dec 18, 2025",3,Performance,"SLOW. We've used HubSpot for 4 years now. Every year it seems as though the capabilities of the system have been improving; but the trade-off has been the system getting slower and slower and less functional overall.

It has a real impact of slowing down work on a day to day basis.",,Dashboard Page,0.0,0.964,0.036,0.2263,positive
173172668,"Dec 18, 2025",0,Reliability,It alway wrong now,,Globalhome Page,0.508,0.492,0.0,-0.4767,negative
173180787,"Dec 18, 2025",10,Usability,"organizaÃ§Ã£o das informaÃ§Ãµes, tarefas, integraÃ§Ã£o com email.","Organization of information, tasks, integration with email.",Globalhome Page,0.0,1.0,0.0,0.0,neutral
173175513,"Dec 18, 2025",8,General,I havenâ€™t fully explored,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173174902,"Dec 18, 2025",4,Usability,ä½¿ã„æ–¹ã«ã¤ã„ã¦ã†ã¾ãä½¿ãˆã¦ã„ã‚‹æ„Ÿè¦šãŒãªã„,I don't feel like I can use it effectively,Dashboard Page,0.176,0.583,0.241,0.1999,positive
173163140,"Dec 18, 2025",0,Usability,too slow hard to use,,Dashboard Page,0.259,0.741,0.0,-0.1027,negative
173164326,"Dec 18, 2025",4,Usability,not easy to use,,Globalhome Page,0.445,0.555,0.0,-0.3412,negative
173168710,"Dec 18, 2025",9,Usability,"Good and smooth to use, need to work a bit on layout. Too much zoomed by default.",,Dashboard Page,0.0,0.847,0.153,0.4404,positive
173162270,"Dec 18, 2025",3,Usability,No Flow very clunky,,Dashboard Page,0.423,0.577,0.0,-0.296,negative
173190633,"Dec 18, 2025",8,Functionality,Integration isn't as seamless (With Shopify),,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173188617,"Dec 18, 2025",10,General,happy,,Dashboard Page,,,,,unscored
173143783,"Dec 17, 2025",6,Usability,I don't like how I have to manually link people that are part of the same company domain when added to hubspot. Not as intuitive as some of the competition,,Dashboard Page,0.068,0.932,0.0,-0.2755,negative
173149152,"Dec 17, 2025",4,Functionality,"It's for marketing not sales. Too many options and does not lock the number of admins who can make changes so we see changes TOO OFTEN without imput.  WAY to many reports and options and cells to fill in. NOT flexible for sales use. Does NOT tie into accounting software or other tools at our HQ level, so I constancy copying and paste emails sent to customers that were not captured in HubSpot. Z E R O automatation.  On a scale of A-F, It gets a C-/D. The functionaly is that of basic and 1980's launch, not reprsentative of 2025 capabilities.",,Globalhome Page,0.028,0.972,0.0,-0.2235,negative
173141468,"Dec 17, 2025",6,Expectation Gap,A bit too costly for small businesses that do not us all the possible modules.,,Dashboard Page,0.091,0.909,0.0,-0.1027,negative
173159132,"Dec 17, 2025",9,Usability,It is very easy to use and does not need a lot of bytes to run,,Dashboard Page,0.0,0.824,0.176,0.4927,positive
173116055,"Dec 17, 2025",4,Functionality,"transcript, call duration updation,",,Dashboard Page,,,,,unscored
173124502,"Dec 17, 2025",0,Functionality,can't use mobile to authenticate,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173129962,"Dec 17, 2025",10,General,Ich finde die HubSpot CRM super,I find the HubSpot CRM super,Dashboard Page,0.0,0.562,0.438,0.5994,positive
173154368,"Dec 17, 2025",10,Usability,Very user friendly!,,Dashboard Page,0.0,0.347,0.653,0.5818,positive
173136915,"Dec 17, 2025",10,Usability,"Ease of use, seamless",,Dashboard Page,0.0,0.545,0.455,0.3612,positive
173153870,"Dec 17, 2025",2,General,AI is affecting the original information.,,Dashboard Page,0.0,0.685,0.315,0.3182,positive
173115406,"Dec 17, 2025",0,Usability,ä½¿ã„ã¥ã‚‰ã„ãŸã‚ã€‚,Because it is difficult to use.,Dashboard Page,0.333,0.667,0.0,-0.3612,negative
173152868,"Dec 17, 2025",0,Usability,to many screens to do the same thing,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173126944,"Dec 17, 2025",6,Reliability,New version is slow. Keep getting asked for 2 factor authentication all the time although this is turned off,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173115970,"Dec 17, 2025",5,Usability,not so intuitive when it comes to editing elements unlike powerpoint or canva,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173157272,"Dec 17, 2025",6,Usability,"I understand the need to make the software more capable, but what we used to love about Hubspot was the simplicity.  It's become to where we struggle to use the tool effectively as it is getting more and more complex to use. 

Price creep is a huge reality with HubSpot, and it leaves us considering a more affordable solution.",,Dashboard Page,0.04,0.718,0.243,0.9429,positive
173115806,"Dec 17, 2025",5,General,could be better,,Dashboard Page,0.0,0.408,0.592,0.4404,positive
173133690,"Dec 17, 2025",10,Usability,Bem flexivel que ajuda as minhas rotinas,"Very flexible, which helps with my routines",Dashboard Page,0.0,0.497,0.503,0.6195,positive
173118551,"Dec 17, 2025",0,Usability,ã¨ã¦ã‚‚è¦‹ã«ãã„,Very hard to see,Dashboard Page,0.361,0.639,0.0,-0.1761,negative
173153875,"Dec 17, 2025",10,General,innovation keeps coming and is directed at end users.,,Dashboard Page,0.0,0.755,0.245,0.3818,positive
173150493,"Dec 17, 2025",6,Functionality,"The features that really set hubspot apart from competitors are actually all locked on the enterprise plans which are absurdly expensive. Also Hubspot is very slow at implementing feature requests with hundreds or more community upvotes e.g. deal properties on forms, for many many years. Other platforms we work with are much more responsive to customer needs.",,Dashboard Page,0.0,0.952,0.048,0.4201,positive
173122147,"Dec 17, 2025",7,Usability,"mÃ¤chtig, aber nicht in jeder Situation einfach zu hÃ¤ndeln, schulung erforderlich = zeitaufwand","Powerful, but not easy to handle in every situation, training required = time investment",Dashboard Page,0.183,0.706,0.112,-0.298,negative
173157267,"Dec 17, 2025",0,General,trash,,Dashboard Page,,,,,unscored
173157061,"Dec 17, 2025",10,Functionality,Allows associates in different stores to compete with one another.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173126063,"Dec 17, 2025",7,Usability,il est trÃ¨s dÃ©veloppÃ© mais je ne le maitrise pas parfaitement,It is very developed but I do not master it perfectly,Dashboard Page,0.313,0.687,0.0,-0.6759,negative
173122456,"Dec 17, 2025",10,General,I like this tool soooo much,,Dashboard Page,0.0,0.667,0.333,0.3612,positive
173093577,"Dec 16, 2025",9,Usability,Very easy to use.,,Dashboard Page,0.0,0.484,0.516,0.4927,positive
173086681,"Dec 16, 2025",8,Functionality,"Functionality is better than SFDC, but the reporting and exports are not.",,Dashboard Page,0.0,0.849,0.151,0.2382,positive
173108227,"Dec 16, 2025",9,General,sg,,Dashboard Page,,,,,unscored
173058959,"Dec 16, 2025",2,Usability,Better dashboards and easier access to creating reports.  not always intuitive,,Dashboard Page,0.0,0.503,0.497,0.7845,positive
173103721,"Dec 16, 2025",6,Reliability,You aren't playing nice with Outreach and it is a pain.,,Dashboard Page,0.443,0.429,0.129,-0.6278,negative
173100294,"Dec 16, 2025",4,Usability,so many extra clicks,,Dashboard Page,,,,,unscored
173107976,"Dec 16, 2025",9,Usability,Very easy to use and lots of great tools!,,Dashboard Page,0.0,0.48,0.52,0.8217,positive
173070357,"Dec 16, 2025",0,Usability,"La creation de compte est bug , peu intuitif",Account creation is buggy and not intuitive,Globalhome Page,0.0,0.741,0.259,0.2732,positive
173081137,"Dec 16, 2025",9,Reliability,"It works very well, a few buggy things but very well.",,Dashboard Page,0.0,0.653,0.347,0.584,positive
173100232,"Dec 16, 2025",0,General,I would never casually talk about HubSpot with anyone,,Dashboard Page,0.159,0.841,0.0,-0.1326,negative
173107389,"Dec 16, 2025",0,Reliability,Dashboard data is consistently wrong.,,Dashboard Page,0.437,0.563,0.0,-0.4767,negative
173066846,"Dec 16, 2025",1,Usability,"crazy UI,boring and less motivating.Functionality too,need to couple the segments and workflows to avoid the user keep doing same thing ,although the cloning feature is helpful",,Dashboard Page,0.151,0.757,0.092,-0.2023,negative
173057639,"Dec 16, 2025",8,Functionality,Algunas automatizaciones pueden ser mÃ¡s prÃ¡cticas o disponibles para los agentes,Some automations could be more practical or available for agents,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173094662,"Dec 16, 2025",0,Usability,The setup and DYI is beyond difficult. The cost is out of control and getting higher.,,Dashboard Page,0.143,0.857,0.0,-0.3612,negative
173083531,"Dec 16, 2025",10,Usability,Enjoy keeping up with my communications amongst clients,,Dashboard Page,0.0,0.686,0.314,0.4939,positive
173071400,"Dec 16, 2025",7,Usability,"too bothersome to handle, create new deals and companies",,Dashboard Page,0.202,0.614,0.184,-0.0516,negative
173072057,"Dec 16, 2025",8,Usability,"good ux, used to it",,Dashboard Page,0.0,0.58,0.42,0.4404,positive
173089026,"Dec 16, 2025",7,Functionality,la aplicacion es muy Ãºtil pero limitada tan solo para crear un lead se debe hacer lo mismo varias veces,"The app is very useful but limited, only allowing the creation of a lead by repeating the same steps multiple times",Dashboard Page,0.108,0.706,0.186,0.2502,positive
173104497,"Dec 16, 2025",10,General,"Very robust CRM, especially with great technical assistance from Collaborative Business Development.",,Dashboard Page,0.0,0.586,0.414,0.7947,positive
173106881,"Dec 16, 2025",0,General,Viel zu teuer und schlechte Preis-Strukturen. Ausserdem ist die Setup-GebÃ¼hr jenseits von Gut und BÃ¶se...,"Too expensive and poor pricing structures. Also, the setup fee is beyond reason...",Globalhome Page,0.205,0.795,0.0,-0.4767,negative
173096110,"Dec 16, 2025",2,Reliability,impossible to login; not clear tracking of emails,,Dashboard Page,0.238,0.762,0.0,-0.2924,negative
173104477,"Dec 16, 2025",10,General,Es muy buen programa para manejo de base de datos/CRM,It's a very good program for database management/CRM,Dashboard Page,0.0,0.687,0.313,0.4927,positive
173104260,"Dec 16, 2025",4,Usability,"I think there is a lack of clear user flow to do certain things on landing pages and forms, for example. I used to be a bigger fan but I feel like HubSpot didn't do a good job of planning for and rolling out its updates. Also, I feel like Sales closes the deal and disappears, and we never hear anything from a customer success person or anyone else until it's time to renew the contract. I don't think that's a good way of building a long term customer relationship.",,Dashboard Page,0.073,0.739,0.188,0.9107,positive
173101931,"Dec 16, 2025",4,Reliability,Does not integrate well with Windows new version.  Causes lots of problems.,,Dashboard Page,0.311,0.689,0.0,-0.5445,negative
173082863,"Dec 16, 2025",9,Functionality,falta de flexibilidade no cruzamento de dados,Lack of flexibility in data cross-referencing,Dashboard Page,0.264,0.46,0.276,0.0258,neutral
173087450,"Dec 16, 2025",8,Usability,easy to use,,Dashboard Page,0.0,0.408,0.592,0.4404,positive
173081573,"Dec 16, 2025",10,General,trabajo,,Globalhome Page,,,,,unscored
173091372,"Dec 16, 2025",3,Functionality,"lots of system limitations, lacks basic functions, bad UI that changes non-stop for no reason",,Dashboard Page,0.305,0.695,0.0,-0.6908,negative
173079613,"Dec 16, 2025",10,General,Ã³tima plataforma de CRM,Great CRM platform,Dashboard Page,0.0,0.328,0.672,0.6249,positive
173083683,"Dec 16, 2025",5,Functionality,"Missing some fields/functionality that I'd like to see. This is a relatively new instance, so there's going to be things we need to do on our end. 

Also, some of the fields/reporting features could be updated. And I'd like to see SMS/text messaging integrated into the tool.",,Dashboard Page,0.043,0.859,0.098,0.4215,positive
173066361,"Dec 16, 2025",7,Performance,very slow,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173065073,"Dec 16, 2025",3,Usability,Bad experience of the search feature (especially for the ticket feature),,Dashboard Page,0.259,0.741,0.0,-0.5423,negative
173095072,"Dec 16, 2025",5,Usability,Way too much going on here,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173104793,"Dec 16, 2025",0,Expectation Gap,It's too expensive.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
173018882,"Dec 15, 2025",6,Usability,Je trouve l'outil trÃ¨s peu pratique pour le suivi CS et le support,I find the tool very inconvenient for CS tracking and support,Globalhome Page,0.187,0.625,0.188,0.0018,neutral
173050086,"Dec 15, 2025",8,General,vv,,Dashboard Page,,,,,unscored
173016620,"Dec 15, 2025",10,General,It's not Microsoft Dynamics.,,Dashboard Page,0.377,0.623,0.0,-0.2057,negative
173041470,"Dec 15, 2025",10,Usability,I like the ease of use,,Dashboard Page,0.0,0.444,0.556,0.6124,positive
